product_id,id_web,sku,post_title,price,total_sales,chiffre_affaires,z_score,categorie
5026,13913,13913,Champagne Agrapart &amp; Fils Minéral Extra Brut Blanc de Blancs Grand Cru 2012,86.8,0,0.0,1.9541138797987918,ordinaire
4359,13853,13853,Champagne Larmandier-Bernier Grand Cru Les Chemins d'Avize 2011,85.6,1,85.6,1.9109344999335791,ordinaire
5580,13982,13982,Lucien Boillot Puligny-Montrachet 1er Cru Les Perrières 2016,83.7,0,0.0,1.842567148480326,ordinaire
4337,4679,4679,Champagne Mailly Grand Cru Les Echansons 2007,83.0,0,0.0,1.8173791768922853,ordinaire
4046,15269,15269,Pierre Gaillard Côte Rôtie Rose Pourpre 2017,80.0,6,480.0,1.709430727229254,ordinaire
4210,15720,15720,Lucien Boillot Nuits-Saint-Georges 1er Cru Les Pruliers 2017,79.8,0,0.0,1.7022341639183851,ordinaire
4353,12587,12587,Champagne Egly-Ouriet Grand Cru Brut Rosé,79.5,3,238.5,1.691439318952082,ordinaire
4350,12588,12588,Champagne Egly-Ouriet Grand Cru Extra Brut V.P.,79.5,0,0.0,1.691439318952082,ordinaire
4797,14506,14506,Domaine Peyre Rose Clos des Cistes 2008,78.0,0,0.0,1.6374650941205662,ordinaire
4996,14508,14508,Domaine Peyre Rose Marlène N°3 2008,78.0,0,0.0,1.6374650941205662,ordinaire
6299,15710,15710,Lucien Boillot Gevrey Chambertin 1er Cru Les Cherbaudes 2017,78.0,0,0.0,1.6374650941205662,ordinaire
4994,14507,14507,Domaine Peyre Rose Syrah Léone 2008,78.0,0,0.0,1.6374650941205662,ordinaire
4995,14509,14509,Domaine Peyre Rose Oro Blanc 2002,78.0,0,0.0,1.6374650941205662,ordinaire
4073,13074,13074,Château de Vaudieu Châteauneuf-du-Pape L'Avenue 2015,77.8,0,0.0,1.6302685308096974,ordinaire
4139,13217,13217,Zind-Humbrecht Gewurztraminer Grand Cru Rangen De Thann Clos Saint-Urbain 2013,77.4,0,0.0,1.6158754041879602,ordinaire
4358,13854,13854,Champagne Larmandier-Bernier Grand Cru Vieilles Vignes du Levant 2008,77.0,0,0.0,1.6014822775662223,ordinaire
4631,791,791,Marcel Windholtz Eau de Vie de Baie de Houx,76.8,0,0.0,1.5942857142553535,ordinaire
6106,14106,14106,Stéphane Tissot Château-Chalon 2011,74.8,0,0.0,1.522320081146666,ordinaire
5951,16472,16472,Domaine de Vaccelli AOP Ajaccio Rouge Granit 174 2017,74.5,0,0.0,1.5115252361803628,ordinaire
5741,15127,15127,Domaine Clerget Chambolle-Musigny Les Charmes 2015,73.3,0,0.0,1.4683458563151501,ordinaire
6568,15707,15707,Decelle-Villa Chambolle-Musigny 2017,72.0,0,0.0,1.4215681947945034,ordinaire
6041,13073,13073,Château de Vaudieu Châteauneuf-du-Pape Amiral G 2015,71.7,0,0.0,1.4107733498282002,ordinaire
4054,19816,19816,Clos du Mont-Olivet Châteauneuf-du-Pape Cuvée du Papet 2018,71.6,10,716.0,1.4071750681727655,ordinaire
5968,13215,13215,Zind-Humbrecht Pinot Gris Clos Windsbuhl 2013,71.5,0,0.0,1.4035767865173314,ordinaire
5618,15921,15921,"Albert Boxler Riesling Grand Cru Sommerberg ""D"" 2018",71.3,0,0.0,1.3963802232064624,ordinaire
5619,15922,15922,"Albert Boxler Riesling Grand Cru Sommerberg ""E"" 2018",71.3,0,0.0,1.3963802232064624,ordinaire
4286,16066,16066,Domaine Hauvette Les Baux de Provence Amethyste 2017,69.8,10,698.0,1.3424059983749468,ordinaire
7025,15887,15887,Domaine Jamet Côte Rôtie Fructus Voluptas 2018,69.0,0,0.0,1.3136197451314717,ordinaire
5969,13211,13211,Zind-Humbrecht Riesling Clos Windsbuhl 2014,69.0,0,0.0,1.3136197451314717,ordinaire
4149,7086,7086,Champagne Mailly Grand Cru Intemporelle Rosé 2009,69.0,0,0.0,1.3136197451314717,ordinaire
